# Time t       V(t)           max K(t)       max T(t)       Vcr(t)         Acr(t)         Vion(t)        lambda(t)      P(t)           dP(t, t+dt)    Time lag       
1.82455e-06    37675.7        32.836         1.82179e+11    2.1589e-07     0.00177355     3.14694e-06    1.34931e-06    5.48202e-08    1.34931e-15    8.77424e-07    
1.82555e-06    37683.4        32.849         1.84568e+11    2.16248e-07    0.00177355     3.14694e-06    1.32741e-06    5.48202e-08    1.32741e-15    8.77424e-07    
1.82655e-06    37691.2        32.8621        1.86986e+11    2.16462e-07    0.00177355     3.15304e-06    1.30586e-06    5.48203e-08    1.30586e-15    8.77424e-07    
1.82755e-06    37699          32.8751        1.89434e+11    2.16701e-07    0.00177355     3.15914e-06    1.28465e-06    5.48203e-08    1.28465e-15    8.77424e-07    
1.82855e-06    37706.7        32.8881        1.91912e+11    2.1682e-07     0.00177355     3.15914e-06    1.26379e-06    5.48203e-08    1.26379e-15    8.77424e-07    
1.82955e-06    37714.5        32.901         1.94421e+11    2.16963e-07    0.00177355     3.15914e-06    1.24325e-06    5.48203e-08    1.24325e-15    8.77424e-07    
1.83055e-06    37722.2        32.914         1.96959e+11    2.17106e-07    0.00177355     3.15914e-06    1.22311e-06    5.48203e-08    1.22311e-15    8.77424e-07    
1.83155e-06    37729.9        32.927         1.99528e+11    2.1744e-07     0.00177355     3.15914e-06    1.20323e-06    5.48203e-08    1.20323e-15    8.77424e-07    
1.83255e-06    37737.6        32.9399        2.0213e+11     2.1744e-07     0.00177355     3.15914e-06    1.18367e-06    5.48203e-08    1.18367e-15    8.77424e-07    
1.83355e-06    37745.4        32.9529        2.04764e+11    2.1775e-07     0.00177355     3.15914e-06    1.16442e-06    5.48203e-08    1.16442e-15    8.77424e-07    
1.83455e-06    37753.1        32.9658        2.07429e+11    2.17893e-07    0.00177355     3.16071e-06    1.14548e-06    5.48203e-08    1.14548e-15    8.77424e-07    
1.83555e-06    37760.8        32.9787        2.10126e+11    2.18227e-07    0.00177355     3.16071e-06    1.13244e-06    5.48203e-08    1.13244e-15    8.77424e-07    
1.83655e-06    37768.4        32.9916        2.12857e+11    2.18632e-07    0.00177355     3.16223e-06    1.11401e-06    5.48203e-08    1.11401e-15    8.77424e-07    
1.83755e-06    37776.1        33.0045        2.15621e+11    2.18751e-07    0.00177355     3.16223e-06    1.09588e-06    5.48203e-08    1.09588e-15    8.77424e-07    
1.83855e-06    37783.8        33.0174        2.1842e+11     2.18916e-07    0.00178331     3.16986e-06    1.07804e-06    5.48203e-08    1.07804e-15    8.77424e-07    
1.83955e-06    37791.5        33.0303        2.21251e+11    2.19131e-07    0.00178331     3.17597e-06    1.06112e-06    5.48203e-08    1.06112e-15    8.77425e-07    
1.84055e-06    37799.1        33.0432        2.24116e+11    2.1987e-07     0.00178331     3.17597e-06    1.04384e-06    5.48203e-08    1.04384e-15    8.77425e-07    
1.84155e-06    37806.8        33.056         2.27015e+11    2.19989e-07    0.00178331     3.17597e-06    1.02684e-06    5.48203e-08    1.02684e-15    8.77425e-07    
1.84255e-06    37814.4        33.0689        2.2995e+11     2.20204e-07    0.00178331     3.17597e-06    1.01288e-06    5.48203e-08    1.01288e-15    8.77425e-07    
1.84355e-06    37822.1        33.0817        2.3292e+11     2.20394e-07    0.00178331     3.17788e-06    9.9638e-07     5.48203e-08    9.9638e-16     8.77425e-07    
1.84455e-06    37829.7        33.0945        2.35926e+11    2.20824e-07    0.00178331     3.17788e-06    9.80147e-07    5.48203e-08    9.80147e-16    8.77425e-07    
1.84555e-06    37837.3        33.1074        2.38968e+11    2.20919e-07    0.00178331     3.18399e-06    9.64176e-07    5.48203e-08    9.64176e-16    8.77425e-07    
1.84655e-06    37845          33.1202        2.42048e+11    2.2111e-07     0.00178331     3.18399e-06    9.48462e-07    5.48203e-08    9.48462e-16    8.77425e-07    
1.84755e-06    37852.6        33.1329        2.45164e+11    2.21515e-07    0.00178331     3.19162e-06    9.33001e-07    5.48203e-08    9.33001e-16    8.77425e-07    
1.84855e-06    37860.2        33.1457        2.48318e+11    2.21753e-07    0.00178331     3.19162e-06    9.1779e-07     5.48203e-08    9.1779e-16     8.77425e-07    
1.84955e-06    37867.8        33.1585        2.5151e+11     2.21992e-07    0.00178331     3.19162e-06    9.06911e-07    5.48203e-08    9.06911e-16    8.77425e-07    
1.85055e-06    37875.4        33.1713        2.5474e+11     2.22016e-07    0.00178331     3.19162e-06    8.92119e-07    5.48203e-08    8.92119e-16    8.77425e-07    
1.85155e-06    37882.9        33.184         2.58009e+11    2.22016e-07    0.00178331     3.19772e-06    8.77567e-07    5.48203e-08    8.77567e-16    8.77425e-07    
1.85255e-06    37890.5        33.1968        2.61317e+11    2.22159e-07    0.00178331     3.19772e-06    8.63248e-07    5.48203e-08    8.63248e-16    8.77425e-07    
1.85355e-06    37898.1        33.2095        2.64665e+11    2.22228e-07    0.00179308     3.19772e-06    8.4916e-07     5.48203e-08    8.4916e-16     8.77425e-07    
1.85455e-06    37905.7        33.2222        2.68054e+11    2.22252e-07    0.00179308     3.19772e-06    8.353e-07      5.48203e-08    8.353e-16      8.77425e-07    
1.85555e-06    37913.2        33.2349        2.71482e+11    2.22252e-07    0.00179308     3.19772e-06    8.21663e-07    5.48203e-08    8.21663e-16    8.77425e-07    
1.85655e-06    37920.8        33.2476        2.7495e+11     2.22657e-07    0.00179308     3.19772e-06    8.08246e-07    5.48203e-08    8.08246e-16    8.77425e-07    
1.85755e-06    37928.3        33.2603        2.78458e+11    2.22753e-07    0.00179308     3.19772e-06    7.95046e-07    5.48203e-08    7.95045e-16    8.77425e-07    
1.85855e-06    37935.8        33.273         2.82009e+11    2.23158e-07    0.00179308     3.19772e-06    7.89249e-07    5.48203e-08    7.89249e-16    8.77425e-07    
1.85955e-06    37943.4        33.2856        2.85601e+11    2.23253e-07    0.00179308     3.19772e-06    7.76353e-07    5.48203e-08    7.76353e-16    8.77425e-07    
1.86055e-06    37950.9        33.2983        2.89236e+11    2.23301e-07    0.00179308     3.19772e-06    7.63665e-07    5.48203e-08    7.63665e-16    8.77425e-07    
1.86155e-06    37958.4        33.3109        2.92914e+11    2.23587e-07    0.00179308     3.19772e-06    7.51181e-07    5.48203e-08    7.51181e-16    8.77425e-07    
1.86255e-06    37965.9        33.3235        2.96635e+11    2.23778e-07    0.00179308     3.20535e-06    7.42691e-07    5.48203e-08    7.42691e-16    8.77425e-07    
1.86355e-06    37973.4        33.3361        3.004e+11      2.23921e-07    0.00179308     3.21145e-06    7.30545e-07    5.48203e-08    7.30545e-16    8.77425e-07    
1.86455e-06    37980.9        33.3487        3.0421e+11     2.24207e-07    0.00179308     3.21145e-06    7.20738e-07    5.48203e-08    7.20738e-16    8.77425e-07    
1.86555e-06    37988.4        33.3613        3.08065e+11    2.24398e-07    0.00179308     3.21145e-06    7.08947e-07    5.48203e-08    7.08947e-16    8.77425e-07    
1.86655e-06    37995.9        33.3739        3.11966e+11    2.24803e-07    0.00179308     3.2145e-06     6.97502e-07    5.48203e-08    6.97502e-16    8.77425e-07    
1.86755e-06    38003.3        33.3865        3.15913e+11    2.24803e-07    0.00179308     3.21603e-06    6.86087e-07    5.48203e-08    6.86087e-16    8.77425e-07    
1.86855e-06    38010.8        33.3991        3.19908e+11    2.25111e-07    0.00180285     3.21603e-06    6.74856e-07    5.48203e-08    6.74856e-16    8.77425e-07    
1.86955e-06    38018.2        33.4116        3.2395e+11     2.25326e-07    0.00180285     3.21603e-06    6.63808e-07    5.48203e-08    6.63808e-16    8.77425e-07    
1.87055e-06    38025.7        33.4242        3.28039e+11    2.25445e-07    0.00180285     3.21603e-06    6.52938e-07    5.48203e-08    6.52938e-16    8.77425e-07    
1.87155e-06    38033.1        33.4367        3.32177e+11    2.25588e-07    0.00180285     3.22213e-06    6.42244e-07    5.48203e-08    6.42244e-16    8.77425e-07    
1.87255e-06    38040.6        33.4492        3.36364e+11    2.25707e-07    0.00180285     3.22213e-06    6.31723e-07    5.48203e-08    6.31723e-16    8.77425e-07    
1.87355e-06    38048          33.4617        3.406e+11      2.25874e-07    0.00180285     3.22824e-06    6.21656e-07    5.48203e-08    6.21656e-16    8.77425e-07    
1.87455e-06    38055.4        33.4742        3.44885e+11    2.26089e-07    0.00180285     3.22824e-06    6.11475e-07    5.48203e-08    6.11475e-16    8.77425e-07    
1.87555e-06    38062.8        33.4867        3.49221e+11    2.26113e-07    0.00180285     3.22824e-06    6.01453e-07    5.48203e-08    6.01453e-16    8.77425e-07    
1.87655e-06    38070.2        33.4992        3.53608e+11    2.26232e-07    0.00180285     3.22824e-06    5.91593e-07    5.48203e-08    5.91593e-16    8.77425e-07    
1.87755e-06    38077.6        33.5117        3.58046e+11    2.26494e-07    0.00180285     3.22824e-06    5.81893e-07    5.48203e-08    5.81893e-16    8.77425e-07    
1.87855e-06    38085          33.5241        3.62538e+11    2.26518e-07    0.00180285     3.22824e-06    5.7235e-07     5.48203e-08    5.7235e-16     8.77425e-07    
1.87955e-06    38092.4        33.5366        3.67081e+11    2.26542e-07    0.00180285     3.22824e-06    5.63523e-07    5.48203e-08    5.63523e-16    8.77425e-07    
1.88055e-06    38099.8        33.549         3.71676e+11    2.27233e-07    0.00180285     3.24044e-06    5.54279e-07    5.48203e-08    5.54279e-16    8.77425e-07    
1.88155e-06    38107.2        33.5615        3.76324e+11    2.27448e-07    0.00180285     3.24044e-06    5.45186e-07    5.48203e-08    5.45186e-16    8.77425e-07    
1.88255e-06    38114.5        33.5739        3.81026e+11    2.27784e-07    0.00182238     3.24044e-06    5.36797e-07    5.48203e-08    5.36797e-16    8.77425e-07    
1.88355e-06    38121.9        33.5863        3.85783e+11    2.27879e-07    0.00182238     3.24655e-06    5.27986e-07    5.48203e-08    5.27986e-16    8.77425e-07    
1.88455e-06    38129.3        33.5987        3.90595e+11    2.28211e-07    0.00183214     3.24655e-06    5.19318e-07    5.48203e-08    5.19318e-16    8.77425e-07    
1.88555e-06    38136.6        33.6111        3.95463e+11    2.2833e-07     0.00183214     3.25265e-06    5.10791e-07    5.48203e-08    5.10791e-16    8.77425e-07    
1.88655e-06    38143.9        33.6235        4.00388e+11    2.28449e-07    0.00183214     3.25265e-06    5.02403e-07    5.48203e-08    5.02403e-16    8.77425e-07    
1.88755e-06    38151.3        33.6358        4.05369e+11    2.28473e-07    0.00183214     3.25265e-06    4.9415e-07     5.48203e-08    4.9415e-16     8.77425e-07    
1.88855e-06    38158.6        33.6482        4.10408e+11    2.28664e-07    0.00183214     3.25265e-06    4.88264e-07    5.48203e-08    4.88264e-16    8.77425e-07    
1.88955e-06    38165.9        33.6605        4.15505e+11    2.28855e-07    0.00183214     3.25425e-06    4.80241e-07    5.48203e-08    4.80241e-16    8.77425e-07    
1.89055e-06    38173.2        33.6728        4.20661e+11    2.28879e-07    0.00183214     3.25578e-06    4.72348e-07    5.48203e-08    4.72348e-16    8.77425e-07    
1.89155e-06    38180.5        33.6852        4.25876e+11    2.28902e-07    0.00183214     3.27141e-06    4.64583e-07    5.48203e-08    4.64583e-16    8.77425e-07    
1.89255e-06    38187.8        33.6975        4.31152e+11    2.29022e-07    0.00183214     3.27141e-06    4.56944e-07    5.48203e-08    4.56944e-16    8.77425e-07    
1.89355e-06    38195.1        33.7098        4.36488e+11    2.29165e-07    0.00183214     3.27141e-06    4.49429e-07    5.48203e-08    4.49429e-16    8.77425e-07    
1.89455e-06    38202.4        33.7221        4.41885e+11    2.2957e-07     0.00183214     3.27751e-06    4.42037e-07    5.48203e-08    4.42037e-16    8.77425e-07    
1.89555e-06    38209.7        33.7343        4.47344e+11    2.30023e-07    0.00183214     3.27751e-06    4.34765e-07    5.48203e-08    4.34765e-16    8.77425e-07    
1.89655e-06    38216.9        33.7466        4.52866e+11    2.30261e-07    0.00183214     3.27903e-06    4.27611e-07    5.48203e-08    4.27611e-16    8.77425e-07    
1.89755e-06    38224.2        33.7589        4.58455e+11    2.30667e-07    0.00183214     3.27903e-06    4.21404e-07    5.48203e-08    4.21404e-16    8.77425e-07    
1.89855e-06    38231.5        33.7711        4.64111e+11    2.3081e-07     0.00183214     3.27903e-06    4.14467e-07    5.48203e-08    4.14467e-16    8.77425e-07    
1.89955e-06    38238.7        33.7834        4.69832e+11    2.30929e-07    0.00183214     3.27903e-06    4.09597e-07    5.48203e-08    4.09596e-16    8.77425e-07    
1.90055e-06    38246          33.7956        4.75617e+11    2.3107e-07     0.00184191     3.28514e-06    4.02851e-07    5.48203e-08    4.02851e-16    8.77425e-07    
1.90155e-06    38253.2        33.8079        4.81468e+11    2.31452e-07    0.00184191     3.28514e-06    3.96215e-07    5.48203e-08    3.96215e-16    8.77425e-07    
1.90255e-06    38260.4        33.8201        4.87384e+11    2.31571e-07    0.00184191     3.28514e-06    3.89687e-07    5.48203e-08    3.89687e-16    8.77425e-07    
1.90355e-06    38267.6        33.8323        4.93368e+11    2.31666e-07    0.00184191     3.29124e-06    3.85248e-07    5.48203e-08    3.85248e-16    8.77425e-07    
1.90455e-06    38274.9        33.8445        4.99422e+11    2.32191e-07    0.00184191     3.29124e-06    3.78897e-07    5.48203e-08    3.78897e-16    8.77425e-07    
1.90555e-06    38282.1        33.8567        5.05546e+11    2.32358e-07    0.00184191     3.29124e-06    3.7265e-07     5.48203e-08    3.7265e-16     8.77425e-07    
1.90655e-06    38289.3        33.8688        5.1174e+11     2.32834e-07    0.00184191     3.29124e-06    3.66504e-07    5.48203e-08    3.66504e-16    8.77425e-07    
1.90755e-06    38296.5        33.881         5.18004e+11    2.32858e-07    0.00184191     3.29124e-06    3.60458e-07    5.48203e-08    3.60458e-16    8.77425e-07    
1.90855e-06    38303.7        33.8932        5.24339e+11    2.33073e-07    0.00184191     3.29124e-06    3.54511e-07    5.48203e-08    3.54511e-16    8.77425e-07    
1.90955e-06    38310.8        33.9053        5.30747e+11    2.33073e-07    0.00184191     3.29124e-06    3.4866e-07     5.48203e-08    3.4866e-16     8.77425e-07    
1.91055e-06    38318          33.9174        5.37228e+11    2.33168e-07    0.00184191     3.29735e-06    3.42905e-07    5.48203e-08    3.42905e-16    8.77425e-07    
1.91155e-06    38325.2        33.9296        5.43782e+11    2.33431e-07    0.00184191     3.29735e-06    3.37243e-07    5.48203e-08    3.37243e-16    8.77425e-07    
1.91255e-06    38332.3        33.9417        5.5041e+11     2.33645e-07    0.00184191     3.29735e-06    3.32853e-07    5.48203e-08    3.32853e-16    8.77425e-07    
1.91355e-06    38339.5        33.9538        5.57112e+11    2.3386e-07     0.00184191     3.29735e-06    3.28415e-07    5.48203e-08    3.28415e-16    8.77425e-07    
1.91455e-06    38346.6        33.9659        5.63891e+11    2.33955e-07    0.00184191     3.30349e-06    3.22989e-07    5.48203e-08    3.22989e-16    8.77425e-07    
1.91555e-06    38353.8        33.978         5.70745e+11    2.33955e-07    0.00184191     3.30501e-06    3.17652e-07    5.48203e-08    3.17652e-16    8.77425e-07    
1.91655e-06    38360.9        33.99          5.77677e+11    2.34049e-07    0.00185167     3.30501e-06    3.13925e-07    5.48203e-08    3.13925e-16    8.77425e-07    
1.91755e-06    38368          34.0021        5.84687e+11    2.34525e-07    0.00185167     3.30654e-06    3.08735e-07    5.48203e-08    3.08735e-16    8.77425e-07    
1.91855e-06    38375.2        34.0141        5.91775e+11    2.34668e-07    0.00185167     3.31875e-06    3.03631e-07    5.48203e-08    3.03631e-16    8.77425e-07    
1.91955e-06    38382.3        34.0262        5.98943e+11    2.34764e-07    0.00185167     3.31875e-06    2.9861e-07     5.48203e-08    2.9861e-16     8.77425e-07    
1.92055e-06    38389.4        34.0382        6.06192e+11    2.34907e-07    0.00185167     3.31875e-06    2.93671e-07    5.48203e-08    2.93671e-16    8.77425e-07    
1.92155e-06    38396.5        34.0502        6.13525e+11    2.34907e-07    0.00185167     3.31875e-06    2.88813e-07    5.48203e-08    2.88813e-16    8.77425e-07    
1.92255e-06    38403.6        34.0623        6.20939e+11    2.35026e-07    0.00185167     3.31875e-06    2.84068e-07    5.48203e-08    2.84068e-16    8.77425e-07    
1.92355e-06    38410.7        34.0743        6.28437e+11    2.35098e-07    0.00185167     3.31875e-06    2.79385e-07    5.48203e-08    2.79385e-16    8.77425e-07    
1.92455e-06    38417.7        34.0862        6.36018e+11    2.35217e-07    0.00185167     3.31875e-06    2.74839e-07    5.48203e-08    2.74839e-16    8.77425e-07    
1.92555e-06    38424.8        34.0982        6.43683e+11    2.35717e-07    0.00185167     3.32485e-06    2.70289e-07    5.48203e-08    2.70289e-16    8.77425e-07    
1.92655e-06    38431.9        34.1102        6.51434e+11    2.36123e-07    0.00185167     3.32485e-06    2.65814e-07    5.48203e-08    2.65814e-16    8.77425e-07    
1.92755e-06    38438.9        34.1222        6.5927e+11     2.36457e-07    0.00185167     3.33706e-06    2.61849e-07    5.48203e-08    2.61849e-16    8.77425e-07    
1.92855e-06    38446          34.1341        6.67194e+11    2.3648e-07     0.00185167     3.33706e-06    2.57513e-07    5.48203e-08    2.57513e-16    8.77425e-07    
1.92955e-06    38453          34.146         6.75209e+11    2.36862e-07    0.00185167     3.33706e-06    2.53248e-07    5.48203e-08    2.53248e-16    8.77425e-07    
1.93055e-06    38460.1        34.158         6.83313e+11    2.36862e-07    0.00185167     3.33706e-06    2.49125e-07    5.48203e-08    2.49125e-16    8.77425e-07    
1.93155e-06    38467.1        34.1699        6.91507e+11    2.37172e-07    0.00185167     3.33706e-06    2.44999e-07    5.48203e-08    2.44999e-16    8.77425e-07    
1.93255e-06    38474.2        34.1818        6.99792e+11    2.37265e-07    0.00186144     3.33706e-06    2.40939e-07    5.48203e-08    2.40939e-16    8.77425e-07    
1.93355e-06    38481.2        34.1937        7.0817e+11     2.37384e-07    0.00186144     3.34316e-06    2.36946e-07    5.48203e-08    2.36946e-16    8.77425e-07    
1.93455e-06    38488.2        34.2056        7.16644e+11    2.37718e-07    0.00186144     3.34316e-06    2.33023e-07    5.48203e-08    2.33023e-16    8.77425e-07    
1.93555e-06    38495.2        34.2175        7.2521e+11     2.38004e-07    0.00186144     3.34926e-06    2.2916e-07     5.48203e-08    2.2916e-16     8.77425e-07    
1.93655e-06    38502.2        34.2294        7.3387e+11     2.38052e-07    0.00186144     3.35537e-06    2.2536e-07     5.48203e-08    2.2536e-16     8.77425e-07    
1.93755e-06    38509.2        34.2412        7.42625e+11    2.38433e-07    0.00186144     3.35537e-06    2.21769e-07    5.48203e-08    2.21769e-16    8.77425e-07    
1.93855e-06    38516.2        34.2531        7.51476e+11    2.38648e-07    0.00186144     3.35537e-06    2.18091e-07    5.48203e-08    2.18091e-16    8.77425e-07    
1.93955e-06    38523.2        34.2649        7.60424e+11    2.38767e-07    0.00186144     3.35537e-06    2.14474e-07    5.48203e-08    2.14474e-16    8.77425e-07    
1.94055e-06    38530.1        34.2767        7.69475e+11    2.38767e-07    0.00186144     3.35537e-06    2.10915e-07    5.48203e-08    2.10915e-16    8.77426e-07    
1.94155e-06    38537.1        34.2886        7.78629e+11    2.38863e-07    0.00186144     3.35537e-06    2.07415e-07    5.48203e-08    2.07415e-16    8.77426e-07    
1.94255e-06    38544.1        34.3004        7.87884e+11    2.38958e-07    0.00186144     3.35728e-06    2.03973e-07    5.48203e-08    2.03973e-16    8.77426e-07    
1.94355e-06    38551          34.3122        7.9724e+11     2.38958e-07    0.00186144     3.35728e-06    2.00587e-07    5.48203e-08    2.00587e-16    8.77426e-07    
1.94455e-06    38558          34.324         8.06703e+11    2.38958e-07    0.00186144     3.36339e-06    1.97256e-07    5.48203e-08    1.97256e-16    8.77426e-07    
1.94555e-06    38564.9        34.3358        8.16269e+11    2.39101e-07    0.00186144     3.36339e-06    1.94787e-07    5.48203e-08    1.94787e-16    8.77426e-07    
1.94655e-06    38571.8        34.3475        8.2594e+11     2.39506e-07    0.00186144     3.36339e-06    1.91552e-07    5.48203e-08    1.91552e-16    8.77426e-07    
1.94755e-06    38578.8        34.3593        8.35717e+11    2.39769e-07    0.00186144     3.36491e-06    1.8837e-07     5.48203e-08    1.8837e-16     8.77426e-07    
1.94855e-06    38585.7        34.3711        8.456e+11      2.40007e-07    0.00186144     3.36491e-06    1.8524e-07     5.48203e-08    1.8524e-16     8.77426e-07    
1.94955e-06    38592.6        34.3828        8.55592e+11    2.40341e-07    0.00189074     3.36491e-06    1.82162e-07    5.48203e-08    1.82162e-16    8.77426e-07    
1.95055e-06    38599.5        34.3945        8.65692e+11    2.4046e-07     0.00189074     3.37102e-06    1.79135e-07    5.48203e-08    1.79135e-16    8.77426e-07    
1.95155e-06    38606.4        34.4063        8.75902e+11    2.40532e-07    0.00189074     3.37102e-06    1.76157e-07    5.48203e-08    1.76157e-16    8.77426e-07    
1.95255e-06    38613.3        34.418         8.86223e+11    2.40961e-07    0.00189074     3.37102e-06    1.74082e-07    5.48203e-08    1.74082e-16    8.77426e-07    
1.95355e-06    38620.2        34.4297        8.96656e+11    2.4108e-07     0.00189074     3.38322e-06    1.71187e-07    5.48203e-08    1.71187e-16    8.77426e-07    
1.95455e-06    38627.1        34.4414        9.07202e+11    2.41271e-07    0.00189074     3.38322e-06    1.68339e-07    5.48203e-08    1.68339e-16    8.77426e-07    
1.95555e-06    38634          34.4531        9.17863e+11    2.41462e-07    0.00189074     3.38322e-06    1.65539e-07    5.48203e-08    1.65539e-16    8.77426e-07    
1.95655e-06    38640.8        34.4647        9.2864e+11     2.41462e-07    0.00189074     3.38322e-06    1.63005e-07    5.48203e-08    1.63005e-16    8.77426e-07    
1.95755e-06    38647.7        34.4764        9.39533e+11    2.41653e-07    0.00189074     3.38322e-06    1.60292e-07    5.48203e-08    1.60292e-16    8.77426e-07    
1.95855e-06    38654.5        34.4881        9.50546e+11    2.41891e-07    0.00189074     3.38322e-06    1.57625e-07    5.48203e-08    1.57625e-16    8.77426e-07    
1.95955e-06    38661.4        34.4997        9.61677e+11    2.41986e-07    0.00189074     3.38322e-06    1.55001e-07    5.48203e-08    1.55001e-16    8.77426e-07    
1.96055e-06    38668.2        34.5113        9.72928e+11    2.42106e-07    0.00189074     3.38322e-06    1.5242e-07     5.48203e-08    1.5242e-16     8.77426e-07    
1.96155e-06    38675.1        34.523         9.84305e+11    2.42272e-07    0.00189074     3.38933e-06    1.49882e-07    5.48203e-08    1.49882e-16    8.77426e-07    
1.96255e-06    38681.9        34.5346        9.95805e+11    2.42368e-07    0.00189074     3.40153e-06    1.47386e-07    5.48203e-08    1.47386e-16    8.77426e-07    
1.96355e-06    38688.7        34.5462        1.00743e+12    2.42487e-07    0.00189074     3.40764e-06    1.44931e-07    5.48203e-08    1.44931e-16    8.77426e-07    
1.96455e-06    38695.6        34.5578        1.01918e+12    2.42868e-07    0.00189074     3.40764e-06    1.43801e-07    5.48203e-08    1.43801e-16    8.77426e-07    
1.96555e-06    38702.4        34.5694        1.03105e+12    2.43083e-07    0.00189074     3.40772e-06    1.41404e-07    5.48203e-08    1.41404e-16    8.77426e-07    
1.96655e-06    38709.2        34.5809        1.04305e+12    2.43129e-07    0.0019005      3.40772e-06    1.39048e-07    5.48203e-08    1.39048e-16    8.77426e-07    
1.96755e-06    38716          34.5925        1.05519e+12    2.43343e-07    0.0019005      3.42945e-06    1.3673e-07     5.48203e-08    1.3673e-16     8.77426e-07    
1.96855e-06    38722.8        34.604         1.06745e+12    2.43653e-07    0.0019005      3.43555e-06    1.3445e-07     5.48203e-08    1.3445e-16     8.77426e-07    
1.96955e-06    38729.5        34.6156        1.07984e+12    2.43868e-07    0.0019005      3.44165e-06    1.32282e-07    5.48203e-08    1.32282e-16    8.77426e-07    
1.97055e-06    38736.3        34.6271        1.09236e+12    2.43868e-07    0.0019005      3.44165e-06    1.30076e-07    5.48203e-08    1.30076e-16    8.77426e-07    
1.97155e-06    38743.1        34.6386        1.10502e+12    2.44178e-07    0.0019005      3.44318e-06    1.27906e-07    5.48203e-08    1.27906e-16    8.77426e-07    
1.97255e-06    38749.9        34.6502        1.11782e+12    2.44416e-07    0.0019005      3.44318e-06    1.25773e-07    5.48203e-08    1.25773e-16    8.77426e-07    
1.97355e-06    38756.6        34.6617        1.13075e+12    2.44917e-07    0.0019005      3.44318e-06    1.23982e-07    5.48203e-08    1.23982e-16    8.77426e-07    
1.97455e-06    38763.4        34.6732        1.14382e+12    2.45132e-07    0.0019005      3.44318e-06    1.2248e-07     5.48203e-08    1.2248e-16     8.77426e-07    
1.97555e-06    38770.1        34.6846        1.15704e+12    2.45728e-07    0.0019005      3.44928e-06    1.20436e-07    5.48203e-08    1.20436e-16    8.77426e-07    
1.97655e-06    38776.9        34.6961        1.17039e+12    2.45871e-07    0.0019005      3.44928e-06    1.18425e-07    5.48203e-08    1.18425e-16    8.77426e-07    
1.97755e-06    38783.6        34.7076        1.18388e+12    2.45894e-07    0.0019005      3.45539e-06    1.16728e-07    5.48203e-08    1.16728e-16    8.77426e-07    
1.97855e-06    38790.3        34.719         1.19752e+12    2.46038e-07    0.0019005      3.45539e-06    1.14779e-07    5.48203e-08    1.14779e-16    8.77426e-07    
1.97955e-06    38797          34.7305        1.2113e+12     2.46038e-07    0.0019005      3.45539e-06    1.12862e-07    5.48203e-08    1.12862e-16    8.77426e-07    
1.98055e-06    38803.8        34.7419        1.22523e+12    2.46347e-07    0.0019005      3.46149e-06    1.10977e-07    5.48203e-08    1.10977e-16    8.77426e-07    
1.98155e-06    38810.5        34.7533        1.23931e+12    2.46347e-07    0.0019005      3.46149e-06    1.09123e-07    5.48203e-08    1.09123e-16    8.77426e-07    
1.98255e-06    38817.2        34.7647        1.25354e+12    2.46562e-07    0.0019005      3.46149e-06    1.073e-07      5.48203e-08    1.073e-16      8.77426e-07    
1.98355e-06    38823.9        34.7762        1.26792e+12    2.46822e-07    0.00191027     3.46759e-06    1.05515e-07    5.48203e-08    1.05515e-16    8.77426e-07    
1.98455e-06    38830.6        34.7875        1.28245e+12    2.46942e-07    0.00191027     3.46759e-06    1.03755e-07    5.48203e-08    1.03755e-16    8.77426e-07    
1.98555e-06    38837.2        34.7989        1.29713e+12    2.47252e-07    0.00191027     3.46759e-06    1.02022e-07    5.48203e-08    1.02022e-16    8.77426e-07    
1.98655e-06    38843.9        34.8103        1.31196e+12    2.47299e-07    0.00191027     3.4737e-06     1.00316e-07    5.48203e-08    1.00316e-16    8.77426e-07    
1.98755e-06    38850.6        34.8217        1.32696e+12    2.4749e-07     0.00191027     3.4798e-06     9.86391e-08    5.48203e-08    9.86391e-17    8.77426e-07    
1.98855e-06    38857.2        34.833         1.34211e+12    2.4749e-07     0.00191027     3.4798e-06     9.69894e-08    5.48203e-08    9.69894e-17    8.77426e-07    
1.98955e-06    38863.9        34.8444        1.35741e+12    2.47895e-07    0.00191027     3.4798e-06     9.53671e-08    5.48203e-08    9.53671e-17    8.77426e-07    
1.99055e-06    38870.6        34.8557        1.37288e+12    2.47919e-07    0.00191027     3.4798e-06     9.37716e-08    5.48203e-08    9.37716e-17    8.77426e-07    
1.99155e-06    38877.2        34.867         1.38851e+12    2.48324e-07    0.00191027     3.4798e-06     9.22025e-08    5.48203e-08    9.22025e-17    8.77426e-07    
1.99255e-06    38883.8        34.8783        1.4043e+12     2.48801e-07    0.00191027     3.4798e-06     9.06766e-08    5.48203e-08    9.06766e-17    8.77426e-07    
1.99355e-06    38890.5        34.8896        1.42026e+12    2.48825e-07    0.00191027     3.4798e-06     8.91589e-08    5.48203e-08    8.91589e-17    8.77426e-07    
1.99455e-06    38897.1        34.9009        1.43639e+12    2.49111e-07    0.00191027     3.4798e-06     8.76663e-08    5.48203e-08    8.76663e-17    8.77426e-07    
1.99555e-06    38903.7        34.9122        1.45268e+12    2.4923e-07     0.00191027     3.4798e-06     8.61986e-08    5.48203e-08    8.61986e-17    8.77426e-07    
