# Time t       V(t)           max K(t)       max T(t)       Vcr(t)         Acr(t)         Vion(t)        lambda(t)      P(t)           dP(t, t+dt)    Time lag       
2.53655e-06    41686.7        39.7237        1.78555e+14    3.36319e-07    0.00228136     4.3804e-06     8.72462e-12    5.48203e-08    8.72462e-21    8.77426e-07    
2.53755e-06    41690.6        39.7303        1.79747e+14    3.36319e-07    0.00228136     4.3865e-06     8.57182e-12    5.48203e-08    8.57182e-21    8.77426e-07    
2.53855e-06    41694.5        39.737         1.80945e+14    3.36414e-07    0.00228136     4.3865e-06     8.42168e-12    5.48203e-08    8.42168e-21    8.77426e-07    
2.53955e-06    41698.3        39.7436        1.8215e+14     3.36796e-07    0.00228136     4.3865e-06     8.27416e-12    5.48203e-08    8.27416e-21    8.77426e-07    
2.54055e-06    41702.2        39.7502        1.83362e+14    3.36796e-07    0.00228136     4.3865e-06     8.13796e-12    5.48203e-08    8.13796e-21    8.77426e-07    
2.54155e-06    41706.1        39.7569        1.84581e+14    3.36865e-07    0.00229113     4.39871e-06    7.99538e-12    5.48203e-08    7.99538e-21    8.77426e-07    
2.54255e-06    41709.9        39.7635        1.85806e+14    3.36984e-07    0.00229113     4.39871e-06    7.85528e-12    5.48203e-08    7.85528e-21    8.77426e-07    
2.54355e-06    41713.8        39.7701        1.87039e+14    3.37104e-07    0.00229113     4.39871e-06    7.71761e-12    5.48203e-08    7.71761e-21    8.77426e-07    
2.54455e-06    41717.6        39.7767        1.88279e+14    3.37199e-07    0.00229113     4.41091e-06    7.58235e-12    5.48203e-08    7.58235e-21    8.77426e-07    
2.54555e-06    41721.5        39.7833        1.89526e+14    3.37199e-07    0.00229113     4.41091e-06    7.44944e-12    5.48203e-08    7.44944e-21    8.77426e-07    
2.54655e-06    41725.3        39.7899        1.9078e+14     3.37199e-07    0.00229113     4.41091e-06    7.31885e-12    5.48203e-08    7.31885e-21    8.77426e-07    
2.54755e-06    41729.1        39.7965        1.92041e+14    3.37318e-07    0.00229113     4.41091e-06    7.19053e-12    5.48203e-08    7.19053e-21    8.77426e-07    
2.54855e-06    41733          39.8031        1.93309e+14    3.37318e-07    0.00229113     4.41702e-06    7.06445e-12    5.48203e-08    7.06445e-21    8.77426e-07    
2.54955e-06    41736.8        39.8096        1.94584e+14    3.37342e-07    0.00229113     4.41702e-06    6.94057e-12    5.48203e-08    6.94057e-21    8.77426e-07    
2.55055e-06    41740.6        39.8162        1.95867e+14    3.37819e-07    0.00229113     4.44143e-06    6.82026e-12    5.48203e-08    6.82026e-21    8.77426e-07    
2.55155e-06    41744.4        39.8228        1.97156e+14    3.37938e-07    0.00229113     4.44143e-06    6.70063e-12    5.48203e-08    6.70063e-21    8.77426e-07    
2.55255e-06    41748.3        39.8293        1.98452e+14    3.37938e-07    0.00229113     4.44143e-06    6.6048e-12     5.48203e-08    6.6048e-21     8.77426e-07    
2.55355e-06    41752.1        39.8359        1.99756e+14    3.3832e-07     0.00229113     4.44143e-06    6.48898e-12    5.48203e-08    6.48898e-21    8.77426e-07    
2.55455e-06    41755.9        39.8424        2.01066e+14    3.38415e-07    0.00229113     4.44143e-06    6.37513e-12    5.48203e-08    6.37513e-21    8.77426e-07    
2.55555e-06    41759.7        39.8489        2.02384e+14    3.38439e-07    0.00229113     4.44143e-06    6.26326e-12    5.48203e-08    6.26326e-21    8.77426e-07    
2.55655e-06    41763.5        39.8555        2.0371e+14     3.38534e-07    0.00229113     4.44143e-06    6.15336e-12    5.48203e-08    6.15336e-21    8.77426e-07    
2.55755e-06    41767.3        39.862         2.05042e+14    3.38677e-07    0.00229113     4.44754e-06    6.04536e-12    5.48203e-08    6.04536e-21    8.77426e-07    
2.55855e-06    41771.1        39.8685        2.06382e+14    3.38773e-07    0.00229113     4.44754e-06    5.93925e-12    5.48203e-08    5.93925e-21    8.77426e-07    
2.55955e-06    41774.9        39.875         2.0773e+14     3.38868e-07    0.00229113     4.44754e-06    5.83499e-12    5.48203e-08    5.83499e-21    8.77426e-07    
2.56055e-06    41778.6        39.8815        2.09084e+14    3.38892e-07    0.00229113     4.44754e-06    5.73255e-12    5.48203e-08    5.73255e-21    8.77426e-07    
2.56155e-06    41782.4        39.888         2.10447e+14    3.38892e-07    0.00229113     4.44793e-06    5.63189e-12    5.48203e-08    5.63189e-21    8.77426e-07    
2.56255e-06    41786.2        39.8945        2.11817e+14    3.38987e-07    0.00229113     4.44793e-06    5.533e-12      5.48203e-08    5.533e-21      8.77426e-07    
2.56355e-06    41790          39.901         2.13194e+14    3.39106e-07    0.00229113     4.45403e-06    5.43583e-12    5.48203e-08    5.43583e-21    8.77426e-07    
2.56455e-06    41793.7        39.9075        2.14579e+14    3.39202e-07    0.00229113     4.45403e-06    5.34035e-12    5.48203e-08    5.34035e-21    8.77426e-07    
2.56555e-06    41797.5        39.9139        2.15971e+14    3.39321e-07    0.00229113     4.45403e-06    5.24654e-12    5.48203e-08    5.24654e-21    8.77426e-07    
2.56655e-06    41801.3        39.9204        2.17372e+14    3.39321e-07    0.00229113     4.45403e-06    5.1544e-12     5.48203e-08    5.1544e-21     8.77426e-07    
2.56755e-06    41805          39.9268        2.1878e+14     3.39321e-07    0.00229113     4.45403e-06    5.06384e-12    5.48203e-08    5.06384e-21    8.77426e-07    
2.56855e-06    41808.8        39.9333        2.20196e+14    3.39512e-07    0.00229113     4.45403e-06    4.97486e-12    5.48203e-08    4.97486e-21    8.77426e-07    
2.56955e-06    41812.5        39.9397        2.21619e+14    3.39989e-07    0.00229113     4.46013e-06    4.88743e-12    5.48203e-08    4.88743e-21    8.77426e-07    
2.57055e-06    41816.3        39.9462        2.23051e+14    3.40275e-07    0.00229113     4.46624e-06    4.82171e-12    5.48203e-08    4.82171e-21    8.77426e-07    
2.57155e-06    41820          39.9526        2.2449e+14     3.40299e-07    0.00229113     4.47234e-06    4.73696e-12    5.48203e-08    4.73696e-21    8.77426e-07    
2.57255e-06    41823.7        39.959         2.25936e+14    3.40799e-07    0.00229113     4.47234e-06    4.65375e-12    5.48203e-08    4.65375e-21    8.77426e-07    
2.57355e-06    41827.5        39.9654        2.27391e+14    3.41181e-07    0.00229113     4.47844e-06    4.57962e-12    5.48203e-08    4.57962e-21    8.77426e-07    
2.57455e-06    41831.2        39.9719        2.28853e+14    3.41276e-07    0.00229113     4.47844e-06    4.4991e-12     5.48203e-08    4.4991e-21     8.77426e-07    
2.57555e-06    41834.9        39.9783        2.30323e+14    3.41467e-07    0.00229113     4.47844e-06    4.41999e-12    5.48203e-08    4.41999e-21    8.77426e-07    
2.57655e-06    41838.7        39.9847        2.31801e+14    3.41848e-07    0.00229113     4.47844e-06    4.34225e-12    5.48203e-08    4.34225e-21    8.77426e-07    
2.57755e-06    41842.4        39.991         2.33286e+14    3.42039e-07    0.00229113     4.47844e-06    4.26588e-12    5.48203e-08    4.26588e-21    8.77426e-07    
2.57855e-06    41846.1        39.9974        2.3478e+14     3.42039e-07    0.00229113     4.47844e-06    4.19084e-12    5.48203e-08    4.19084e-21    8.77426e-07    
2.57955e-06    41849.8        40.0038        2.36281e+14    3.42039e-07    0.00229113     4.47844e-06    4.12997e-12    5.48203e-08    4.12997e-21    8.77426e-07    
2.58055e-06    41853.5        40.0102        2.37791e+14    3.42134e-07    0.00229113     4.47844e-06    4.05732e-12    5.48203e-08    4.05732e-21    8.77426e-07    
2.58155e-06    41857.2        40.0165        2.39309e+14    3.42349e-07    0.00229113     4.47844e-06    3.98593e-12    5.48203e-08    3.98593e-21    8.77426e-07    
2.58255e-06    41860.9        40.0229        2.40835e+14    3.42349e-07    0.00229113     4.48455e-06    3.93088e-12    5.48203e-08    3.93088e-21    8.77426e-07    
2.58355e-06    41864.6        40.0292        2.42368e+14    3.42444e-07    0.00229113     4.48455e-06    3.86349e-12    5.48203e-08    3.86349e-21    8.77426e-07    
2.58455e-06    41868.3        40.0356        2.4391e+14     3.4285e-07     0.00229113     4.48455e-06    3.79551e-12    5.48203e-08    3.79551e-21    8.77426e-07    
2.58555e-06    41872          40.0419        2.4546e+14     3.43064e-07    0.00229113     4.49065e-06    3.72872e-12    5.48203e-08    3.72872e-21    8.77426e-07    
2.58655e-06    41875.7        40.0482        2.47019e+14    3.43064e-07    0.00229113     4.49065e-06    3.66309e-12    5.48203e-08    3.66309e-21    8.77426e-07    
2.58755e-06    41879.3        40.0546        2.48585e+14    3.43255e-07    0.00229113     4.50286e-06    3.59862e-12    5.48203e-08    3.59862e-21    8.77426e-07    
2.58855e-06    41883          40.0609        2.5016e+14     3.43446e-07    0.00229113     4.50286e-06    3.53529e-12    5.48203e-08    3.53529e-21    8.77426e-07    
2.58955e-06    41886.7        40.0672        2.51743e+14    3.43656e-07    0.00231066     4.50286e-06    3.47306e-12    5.48203e-08    3.47306e-21    8.77426e-07    
2.59055e-06    41890.4        40.0735        2.53334e+14    3.43847e-07    0.00231066     4.50286e-06    3.41193e-12    5.48203e-08    3.41193e-21    8.77426e-07    
2.59155e-06    41894          40.0798        2.54934e+14    3.44252e-07    0.00231066     4.50286e-06    3.35187e-12    5.48203e-08    3.35187e-21    8.77426e-07    
2.59255e-06    41897.7        40.0861        2.56543e+14    3.44252e-07    0.00231066     4.50286e-06    3.29287e-12    5.48203e-08    3.29287e-21    8.77426e-07    
2.59355e-06    41901.3        40.0924        2.5816e+14     3.44443e-07    0.00231066     4.50286e-06    3.2349e-12     5.48203e-08    3.2349e-21     8.77426e-07    
2.59455e-06    41905          40.0986        2.59785e+14    3.44443e-07    0.00231066     4.50286e-06    3.17795e-12    5.48203e-08    3.17795e-21    8.77426e-07    
2.59555e-06    41908.6        40.1049        2.6142e+14     3.44443e-07    0.00231066     4.50286e-06    3.12201e-12    5.48203e-08    3.12201e-21    8.77426e-07    
2.59655e-06    41912.3        40.1112        2.63062e+14    3.44729e-07    0.00231066     4.50286e-06    3.06705e-12    5.48203e-08    3.06705e-21    8.77426e-07    
2.59755e-06    41915.9        40.1174        2.64714e+14    3.44825e-07    0.00231066     4.50286e-06    3.01306e-12    5.48203e-08    3.01306e-21    8.77426e-07    
2.59855e-06    41919.6        40.1237        2.66374e+14    3.44944e-07    0.00231066     4.50286e-06    2.96001e-12    5.48203e-08    2.96001e-21    8.77426e-07    
2.59955e-06    41923.2        40.1299        2.68043e+14    3.45135e-07    0.00231066     4.50286e-06    2.90791e-12    5.48203e-08    2.90791e-21    8.77426e-07    
2.60055e-06    41926.8        40.1362        2.6972e+14     3.45135e-07    0.00231066     4.50286e-06    2.85672e-12    5.48203e-08    2.85672e-21    8.77426e-07    
2.60155e-06    41930.5        40.1424        2.71406e+14    3.45158e-07    0.00231066     4.50286e-06    2.80652e-12    5.48203e-08    2.80652e-21    8.77426e-07    
2.60255e-06    41934.1        40.1486        2.73101e+14    3.45158e-07    0.00231066     4.50286e-06    2.75711e-12    5.48203e-08    2.75711e-21    8.77426e-07    
2.60355e-06    41937.7        40.1548        2.74804e+14    3.45158e-07    0.00231066     4.50286e-06    2.70858e-12    5.48203e-08    2.70858e-21    8.77426e-07    
2.60455e-06    41941.3        40.161         2.76517e+14    3.45158e-07    0.00231066     4.50286e-06    2.6609e-12     5.48203e-08    2.6609e-21     8.77426e-07    
2.60555e-06    41944.9        40.1673        2.78238e+14    3.45278e-07    0.00231066     4.50286e-06    2.61512e-12    5.48203e-08    2.61512e-21    8.77426e-07    
2.60655e-06    41948.5        40.1735        2.79968e+14    3.45468e-07    0.00231066     4.50896e-06    2.56909e-12    5.48203e-08    2.56909e-21    8.77426e-07    
2.60755e-06    41952.1        40.1796        2.81708e+14    3.45659e-07    0.00231066     4.51507e-06    2.52386e-12    5.48203e-08    2.52386e-21    8.77426e-07    
2.60855e-06    41955.7        40.1858        2.83456e+14    3.46231e-07    0.00231066     4.51507e-06    2.47944e-12    5.48203e-08    2.47944e-21    8.77426e-07    
2.60955e-06    41959.3        40.192         2.85213e+14    3.46327e-07    0.00231066     4.52117e-06    2.4358e-12     5.48203e-08    2.4358e-21     8.77426e-07    
2.61055e-06    41962.9        40.1982        2.8698e+14     3.46327e-07    0.00231066     4.52117e-06    2.39293e-12    5.48203e-08    2.39293e-21    8.77426e-07    
2.61155e-06    41966.5        40.2044        2.88756e+14    3.46398e-07    0.00231066     4.52727e-06    2.35081e-12    5.48203e-08    2.35081e-21    8.77426e-07    
2.61255e-06    41970.1        40.2105        2.9054e+14     3.46994e-07    0.00231066     4.52727e-06    2.30943e-12    5.48203e-08    2.30943e-21    8.77426e-07    
2.61355e-06    41973.7        40.2167        2.92334e+14    3.46994e-07    0.00231066     4.52727e-06    2.26879e-12    5.48203e-08    2.26879e-21    8.77426e-07    
2.61455e-06    41977.2        40.2228        2.94137e+14    3.47376e-07    0.00231066     4.52727e-06    2.22886e-12    5.48203e-08    2.22886e-21    8.77426e-07    
2.61555e-06    41980.8        40.229         2.95949e+14    3.47376e-07    0.00231066     4.52727e-06    2.18963e-12    5.48203e-08    2.18963e-21    8.77426e-07    
2.61655e-06    41984.4        40.2351        2.97771e+14    3.47376e-07    0.00231066     4.52727e-06    2.1511e-12     5.48203e-08    2.1511e-21     8.77426e-07    
2.61755e-06    41988          40.2412        2.99602e+14    3.47664e-07    0.00233019     4.52727e-06    2.11324e-12    5.48203e-08    2.11324e-21    8.77426e-07    
2.61855e-06    41991.5        40.2474        3.01442e+14    3.47664e-07    0.00233019     4.52727e-06    2.07606e-12    5.48203e-08    2.07606e-21    8.77426e-07    
2.61955e-06    41995.1        40.2535        3.03292e+14    3.47712e-07    0.00233019     4.52727e-06    2.03967e-12    5.48203e-08    2.03967e-21    8.77426e-07    
2.62055e-06    41998.6        40.2596        3.05151e+14    3.47807e-07    0.00233019     4.52727e-06    2.00378e-12    5.48203e-08    2.00378e-21    8.77426e-07    
2.62155e-06    42002.2        40.2657        3.07019e+14    3.47903e-07    0.00233019     4.52727e-06    1.96852e-12    5.48203e-08    1.96852e-21    8.77426e-07    
2.62255e-06    42005.7        40.2718        3.08897e+14    3.48022e-07    0.00233019     4.53338e-06    1.93388e-12    5.48203e-08    1.93388e-21    8.77426e-07    
2.62355e-06    42009.3        40.2779        3.10785e+14    3.48117e-07    0.00233019     4.53338e-06    1.90331e-12    5.48203e-08    1.90331e-21    8.77426e-07    
2.62455e-06    42012.8        40.284         3.12682e+14    3.48117e-07    0.00233019     4.53338e-06    1.86982e-12    5.48203e-08    1.86982e-21    8.77426e-07    
2.62555e-06    42016.3        40.29          3.14588e+14    3.48308e-07    0.00233019     4.53338e-06    1.83692e-12    5.48203e-08    1.83692e-21    8.77426e-07    
2.62655e-06    42019.9        40.2961        3.16505e+14    3.48308e-07    0.00233019     4.53948e-06    1.8046e-12     5.48203e-08    1.8046e-21     8.77426e-07    
2.62755e-06    42023.4        40.3022        3.18431e+14    3.48403e-07    0.00233019     4.53948e-06    1.77285e-12    5.48203e-08    1.77285e-21    8.77426e-07    
2.62855e-06    42026.9        40.3082        3.20368e+14    3.48522e-07    0.00233019     4.53948e-06    1.74895e-12    5.48203e-08    1.74895e-21    8.77426e-07    
2.62955e-06    42030.5        40.3143        3.22314e+14    3.48642e-07    0.00233019     4.54558e-06    1.71818e-12    5.48203e-08    1.71818e-21    8.77426e-07    
2.63055e-06    42034          40.3204        3.24269e+14    3.48642e-07    0.00233019     4.54558e-06    1.68798e-12    5.48203e-08    1.68798e-21    8.77426e-07    
2.63155e-06    42037.5        40.3264        3.26235e+14    3.48665e-07    0.00233019     4.54558e-06    1.65828e-12    5.48203e-08    1.65828e-21    8.77426e-07    
2.63255e-06    42041          40.3324        3.2821e+14     3.48761e-07    0.00233019     4.54558e-06    1.62911e-12    5.48203e-08    1.62911e-21    8.77426e-07    
2.63355e-06    42044.5        40.3385        3.30196e+14    3.48999e-07    0.00233019     4.54558e-06    1.60044e-12    5.48203e-08    1.60044e-21    8.77426e-07    
2.63455e-06    42048          40.3445        3.32191e+14    3.49095e-07    0.00233019     4.54558e-06    1.57228e-12    5.48203e-08    1.57228e-21    8.77426e-07    
2.63555e-06    42051.5        40.3505        3.34196e+14    3.49238e-07    0.00233019     4.54558e-06    1.54462e-12    5.48203e-08    1.54462e-21    8.77426e-07    
2.63655e-06    42055          40.3565        3.36211e+14    3.49333e-07    0.00233019     4.54558e-06    1.51744e-12    5.48203e-08    1.51744e-21    8.77426e-07    
2.63755e-06    42058.5        40.3625        3.38237e+14    3.49428e-07    0.00233019     4.54558e-06    1.49074e-12    5.48203e-08    1.49074e-21    8.77426e-07    
2.63855e-06    42062          40.3685        3.40273e+14    3.49571e-07    0.00233019     4.54558e-06    1.46451e-12    5.48203e-08    1.46451e-21    8.77426e-07    
2.63955e-06    42065.5        40.3745        3.42318e+14    3.49571e-07    0.00233019     4.54558e-06    1.43875e-12    5.48203e-08    1.43875e-21    8.77426e-07    
2.64055e-06    42068.9        40.3805        3.44374e+14    3.49667e-07    0.00233019     4.55169e-06    1.41343e-12    5.48203e-08    1.41343e-21    8.77426e-07    
2.64155e-06    42072.4        40.3865        3.4644e+14     3.49762e-07    0.00233019     4.55169e-06    1.38856e-12    5.48203e-08    1.38856e-21    8.77426e-07    
2.64255e-06    42075.9        40.3925        3.48517e+14    3.49762e-07    0.00233019     4.55169e-06    1.36412e-12    5.48203e-08    1.36412e-21    8.77426e-07    
2.64355e-06    42079.4        40.3984        3.50604e+14    3.49858e-07    0.00233019     4.55779e-06    1.34012e-12    5.48203e-08    1.34012e-21    8.77426e-07    
2.64455e-06    42082.8        40.4044        3.52701e+14    3.50239e-07    0.00233019     4.56389e-06    1.31654e-12    5.48203e-08    1.31654e-21    8.77426e-07    
2.64555e-06    42086.3        40.4104        3.54809e+14    3.50621e-07    0.00233019     4.56389e-06    1.29337e-12    5.48203e-08    1.29337e-21    8.77426e-07    
2.64655e-06    42089.8        40.4163        3.56927e+14    3.50716e-07    0.00233019     4.56389e-06    1.2706e-12     5.48203e-08    1.2706e-21     8.77426e-07    
2.64755e-06    42093.2        40.4223        3.59055e+14    3.50716e-07    0.00233019     4.57e-06       1.24824e-12    5.48203e-08    1.24824e-21    8.77426e-07    
2.64855e-06    42096.7        40.4282        3.61194e+14    3.50907e-07    0.00233019     4.57e-06       1.22627e-12    5.48203e-08    1.22627e-21    8.77426e-07    
2.64955e-06    42100.1        40.4341        3.63343e+14    3.51026e-07    0.00233019     4.57e-06       1.20468e-12    5.48203e-08    1.20468e-21    8.77426e-07    
2.65055e-06    42103.5        40.4401        3.65503e+14    3.51121e-07    0.00233019     4.57e-06       1.18348e-12    5.48203e-08    1.18348e-21    8.77426e-07    
2.65155e-06    42107          40.446         3.67674e+14    3.51121e-07    0.00233019     4.57e-06       1.16264e-12    5.48203e-08    1.16264e-21    8.77426e-07    
2.65255e-06    42110.4        40.4519        3.69855e+14    3.51121e-07    0.00233019     4.57e-06       1.14217e-12    5.48203e-08    1.14217e-21    8.77426e-07    
2.65355e-06    42113.9        40.4578        3.72047e+14    3.51312e-07    0.00233019     4.57e-06       1.12206e-12    5.48203e-08    1.12206e-21    8.77426e-07    
2.65455e-06    42117.3        40.4637        3.74249e+14    3.51499e-07    0.00234972     4.57e-06       1.1023e-12     5.48203e-08    1.1023e-21     8.77426e-07    
2.65555e-06    42120.7        40.4696        3.76462e+14    3.52071e-07    0.00234972     4.57e-06       1.08289e-12    5.48203e-08    1.08289e-21    8.77426e-07    
2.65655e-06    42124.1        40.4755        3.78686e+14    3.52071e-07    0.00234972     4.57e-06       1.06382e-12    5.48203e-08    1.06382e-21    8.77426e-07    
2.65755e-06    42127.6        40.4814        3.80921e+14    3.52071e-07    0.00234972     4.57e-06       1.04509e-12    5.48203e-08    1.04509e-21    8.77426e-07    
2.65855e-06    42131          40.4872        3.83167e+14    3.52071e-07    0.00234972     4.57e-06       1.02668e-12    5.48203e-08    1.02668e-21    8.77426e-07    
2.65955e-06    42134.4        40.4931        3.85423e+14    3.52214e-07    0.00234972     4.57e-06       1.00936e-12    5.48203e-08    1.00936e-21    8.77426e-07    
2.66055e-06    42137.8        40.499         3.87691e+14    3.52333e-07    0.00234972     4.57e-06       9.91578e-13    5.48203e-08    9.91578e-22    8.77426e-07    
2.66155e-06    42141.2        40.5048        3.89969e+14    3.52333e-07    0.00234972     4.57e-06       9.7411e-13     5.48203e-08    9.7411e-22     8.77426e-07    
2.66255e-06    42144.6        40.5107        3.92258e+14    3.52357e-07    0.00234972     4.57e-06       9.56947e-13    5.48203e-08    9.56947e-22    8.77426e-07    
2.66355e-06    42148          40.5165        3.94559e+14    3.52357e-07    0.00234972     4.57e-06       9.40086e-13    5.48203e-08    9.40086e-22    8.77426e-07    
2.66455e-06    42151.4        40.5224        3.96871e+14    3.52453e-07    0.00234972     4.57e-06       9.2352e-13     5.48203e-08    9.2352e-22     8.77426e-07    
2.66555e-06    42154.8        40.5282        3.99195e+14    3.52548e-07    0.00234972     4.5761e-06     9.07245e-13    5.48203e-08    9.07245e-22    8.77426e-07    
2.66655e-06    42158.2        40.5341        4.0153e+14     3.52643e-07    0.00234972     4.5761e-06     8.91254e-13    5.48203e-08    8.91254e-22    8.77426e-07    
2.66755e-06    42161.5        40.5399        4.03876e+14    3.52667e-07    0.00234972     4.5761e-06     8.75544e-13    5.48203e-08    8.75544e-22    8.77426e-07    
2.66855e-06    42164.9        40.5457        4.06233e+14    3.52762e-07    0.00234972     4.57952e-06    8.60109e-13    5.48203e-08    8.60109e-22    8.77426e-07    
2.66955e-06    42168.3        40.5515        4.08602e+14    3.53001e-07    0.00234972     4.57952e-06    8.44945e-13    5.48203e-08    8.44944e-22    8.77426e-07    
2.67055e-06    42171.7        40.5573        4.10981e+14    3.53096e-07    0.00234972     4.57952e-06    8.30045e-13    5.48203e-08    8.30045e-22    8.77426e-07    
2.67155e-06    42175          40.5631        4.13373e+14    3.53478e-07    0.00234972     4.58562e-06    8.15407e-13    5.48203e-08    8.15407e-22    8.77426e-07    
2.67255e-06    42178.4        40.5689        4.15775e+14    3.53859e-07    0.00234972     4.58562e-06    8.01141e-13    5.48203e-08    8.01141e-22    8.77426e-07    
2.67355e-06    42181.8        40.5747        4.18189e+14    3.54074e-07    0.00234972     4.59173e-06    7.87009e-13    5.48203e-08    7.87009e-22    8.77426e-07    
2.67455e-06    42185.1        40.5805        4.20615e+14    3.54169e-07    0.00234972     4.59173e-06    7.73705e-13    5.48203e-08    7.73705e-22    8.77426e-07    
2.67555e-06    42188.5        40.5863        4.23052e+14    3.5436e-07     0.00234972     4.59173e-06    7.60055e-13    5.48203e-08    7.60055e-22    8.77426e-07    
2.67655e-06    42191.8        40.592         4.255e+14      3.54455e-07    0.00234972     4.59783e-06    7.48268e-13    5.48203e-08    7.48268e-22    8.77426e-07    
2.67755e-06    42195.2        40.5978        4.2796e+14     3.54551e-07    0.00234972     4.59783e-06    7.35062e-13    5.48203e-08    7.35062e-22    8.77426e-07    
2.67855e-06    42198.5        40.6036        4.30432e+14    3.54551e-07    0.00234972     4.59783e-06    7.22088e-13    5.48203e-08    7.22088e-22    8.77426e-07    
2.67955e-06    42201.9        40.6093        4.32916e+14    3.54574e-07    0.00234972     4.59783e-06    7.09341e-13    5.48203e-08    7.09341e-22    8.77426e-07    
2.68055e-06    42205.2        40.6151        4.35411e+14    3.54574e-07    0.00234972     4.59783e-06    6.96817e-13    5.48203e-08    6.96817e-22    8.77426e-07    
2.68155e-06    42208.5        40.6208        4.37918e+14    3.55337e-07    0.00234972     4.59783e-06    6.84512e-13    5.48203e-08    6.84512e-22    8.77426e-07    
2.68255e-06    42211.9        40.6265        4.40437e+14    3.56005e-07    0.00234972     4.59791e-06    6.72424e-13    5.48203e-08    6.72424e-22    8.77426e-07    
2.68355e-06    42215.2        40.6323        4.42966e+14    3.56029e-07    0.00234972     4.59791e-06    6.60547e-13    5.48203e-08    6.60547e-22    8.77426e-07    
2.68455e-06    42218.5        40.638         4.45508e+14    3.56029e-07    0.00234972     4.60401e-06    6.48878e-13    5.48203e-08    6.48878e-22    8.77426e-07    
2.68555e-06    42221.8        40.6437        4.48061e+14    3.56124e-07    0.00234972     4.60401e-06    6.37414e-13    5.48203e-08    6.37414e-22    8.77426e-07    
2.68655e-06    42225.1        40.6494        4.50627e+14    3.56172e-07    0.00234972     4.60401e-06    6.26151e-13    5.48203e-08    6.26151e-22    8.77426e-07    
2.68755e-06    42228.4        40.6551        4.53204e+14    3.56172e-07    0.00234972     4.60401e-06    6.15085e-13    5.48203e-08    6.15085e-22    8.77426e-07    
2.68855e-06    42231.8        40.6608        4.55793e+14    3.56291e-07    0.00234972     4.60401e-06    6.06668e-13    5.48203e-08    6.06668e-22    8.77426e-07    
2.68955e-06    42235.1        40.6665        4.58395e+14    3.56386e-07    0.00234972     4.61011e-06    5.95944e-13    5.48203e-08    5.95944e-22    8.77426e-07    
2.69055e-06    42238.4        40.6722        4.61009e+14    3.56386e-07    0.00234972     4.62232e-06    5.85408e-13    5.48203e-08    5.85408e-22    8.77426e-07    
2.69155e-06    42241.7        40.6779        4.63636e+14    3.56673e-07    0.00234972     4.62842e-06    5.75057e-13    5.48203e-08    5.75056e-22    8.77426e-07    
2.69255e-06    42244.9        40.6836        4.66275e+14    3.56696e-07    0.00234972     4.62842e-06    5.64887e-13    5.48203e-08    5.64887e-22    8.77426e-07    
2.69355e-06    42248.2        40.6892        4.68927e+14    3.56887e-07    0.00234972     4.63453e-06    5.54896e-13    5.48203e-08    5.54896e-22    8.77426e-07    
2.69455e-06    42251.5        40.6949        4.7159e+14     3.57126e-07    0.00234972     4.63453e-06    5.4508e-13     5.48203e-08    5.4508e-22     8.77426e-07    
2.69555e-06    42254.8        40.7005        4.74266e+14    3.57126e-07    0.00234972     4.64063e-06    5.35437e-13    5.48203e-08    5.35437e-22    8.77426e-07    
2.69655e-06    42258.1        40.7062        4.76954e+14    3.57149e-07    0.00234972     4.64674e-06    5.25968e-13    5.48203e-08    5.25968e-22    8.77426e-07    
2.69755e-06    42261.4        40.7118        4.79655e+14    3.57245e-07    0.00234972     4.64674e-06    5.1666e-13     5.48203e-08    5.1666e-22     8.77426e-07    
2.69855e-06    42264.6        40.7175        4.82368e+14    3.57245e-07    0.00234972     4.64674e-06    5.07515e-13    5.48203e-08    5.07515e-22    8.77426e-07    
2.69955e-06    42267.9        40.7231        4.85093e+14    3.57364e-07    0.00234972     4.64674e-06    4.98531e-13    5.48203e-08    4.98531e-22    8.77426e-07    
2.70055e-06    42271.2        40.7287        4.87831e+14    3.57841e-07    0.00234972     4.64674e-06    4.89705e-13    5.48203e-08    4.89705e-22    8.77426e-07    
2.70155e-06    42274.4        40.7344        4.90582e+14    3.57841e-07    0.00234972     4.64674e-06    4.81034e-13    5.48203e-08    4.81034e-22    8.77426e-07    
2.70255e-06    42277.7        40.74          4.93345e+14    3.57841e-07    0.00234972     4.64674e-06    4.72515e-13    5.48203e-08    4.72515e-22    8.77426e-07    
2.70355e-06    42280.9        40.7456        4.96121e+14    3.57841e-07    0.00234972     4.64674e-06    4.6706e-13     5.48203e-08    4.6706e-22     8.77426e-07    
2.70455e-06    42284.2        40.7512        4.9891e+14     3.58413e-07    0.00234972     4.65284e-06    4.60411e-13    5.48203e-08    4.60411e-22    8.77426e-07    
2.70555e-06    42287.4        40.7568        5.01712e+14    3.58437e-07    0.00234972     4.65284e-06    4.52254e-13    5.48203e-08    4.52254e-22    8.77426e-07    
2.70655e-06    42290.7        40.7624        5.04526e+14    3.58628e-07    0.00234972     4.65284e-06    4.44241e-13    5.48203e-08    4.44241e-22    8.77426e-07    
2.70755e-06    42293.9        40.768         5.07354e+14    3.58628e-07    0.00234972     4.65284e-06    4.36368e-13    5.48203e-08    4.36368e-22    8.77426e-07    
